,car_model,car_brand,car_doors,car_year,car_odo,car_price
1792,Fortuner,Toyota,4 door,2015,350000,59000
1793,Sentra,Nissan,4 door,2014,158000,22000
1794,Land Cruiser,Toyota,4 door,2011,300000,92000
1795,Land Cruiser,Toyota,4 door,2010,300000,67000
1796,Sportage,Kia,4 door,2019,99800,53000
1797,Cruze,Chevrolet,4 door,2015,125000,19500
1798,Kona,Hyundai,4 door,2021,8600,59000
1799,Maxima,Nissan,4 door,2018,144000,73000
1800,Mustang,Ford,2 door,1994,102000,13000
1801,Charger,Dodge,4 door,2009,68000,22000
1802,STS/Seville,Cadillac,4 door,2006,125000,16500
1803,Expedition,Ford,5+ doors,2014,137000,50000
1804,S-Class,Mercedes-Benz,4 door,2019,11000,269000
1805,Van,Ford,2 door,2018,140000,39500
1806,Coupe,Genesis,2 door,2015,0,55000
1807,Panamera,Porsche,4 door,2016,72500,155000
1808,CLS-Class,Mercedes-Benz,4 door,2015,99500,85500
1809,5-Series,BMW,4 door,2013,76000,54000
1810,Canter,Mitsubishi,2 door,2015,140000,62000
1811,Megane,Renault,4 door,2019,110000,33500
1812,A6,Audi,4 door,2018,222000,68000
1813,S-Class Coupe,Mercedes-Benz,2 door,2017,35000,225000
1814,CLS-Class,Mercedes-Benz,4 door,2012,70702,73000
1815,E-Class,Mercedes-Benz,4 door,2020,17000,199000
1816,Outlander,Mitsubishi,5+ doors,2020,109110,57500
1817,Cadenza,Kia,4 door,2011,211000,19000
1818,Civic,Honda,4 door,2006,295000,18500
1819,Grand Cherokee,Jeep,5+ doors,2001,130000,14000
1820,Wingle 6,Great Wall,4 door,2019,177500,24999
1821,Land Cruiser,Toyota,5+ doors,2022,28,255500
1822,Rush,Toyota,5+ doors,2019,217000,48400
1823,Cruze,Chevrolet,4 door,2015,167764,17500
1824,Yaris,Toyota,4 door,2017,96000,34500
1825,Wrangler,Jeep,2 door,2008,198000,43000
1826,Explorer,Ford,5+ doors,2010,142000,18000
1827,S-Class,Mercedes-Benz,2 door,2015,123085,289000
1828,Duster,Renault,4 door,2019,125000,42000
1829,Creta,Hyundai,4 door,2017,113000,47000
1830,Outlander,Mitsubishi,4 door,2017,93000,45000
1831,Sportage,Kia,4 door,2019,88000,71000
1832,Duster,Renault,4 door,2020,47000,42000
1833,Accent,Hyundai,4 door,2016,141000,27000
1834,Pajero,Mitsubishi,4 door,2015,176000,43000
1835,Lancer,Mitsubishi,4 door,2015,130000,35000
1836,Elantra,Hyundai,4 door,2017,103000,38000
1837,Kicks,Nissan,4 door,2017,141000,46000
1838,Vitara,Suzuki,4 door,2017,57000,51000
1839,Tucson,Hyundai,4 door,2014,147000,36000
1840,Altima,Nissan,4 door,2019,83000,69000
1841,Passat,Volkswagen,4 door,2017,95000,39000
1842,Montero Sport,Mitsubishi,4 door,2017,51000,59000
1843,CR-V,Honda,4 door,2015,117000,56000
1844,i3,BMW,4 door,2011,160000,29000
1845,Pajero,Mitsubishi,4 door,2013,117000,35000
1846,Terrain,GMC,4 door,2017,139000,43000
1847,Cooper,MINI,4 door,2019,71000,74000
1848,4-Series,BMW,2 door,2017,90947,129900
1849,Cayenne,Porsche,5+ doors,2017,52000,269000
1850,Duster,Renault,4 door,2020,47000,42000
1851,Accent,Hyundai,4 door,2016,141000,27000
1852,Pajero,Mitsubishi,4 door,2015,176000,43000
1853,Lancer,Mitsubishi,4 door,2015,130000,35000
1854,Elantra,Hyundai,4 door,2017,103000,38000
1855,Kicks,Nissan,4 door,2017,141000,46000
1856,Vitara,Suzuki,4 door,2017,57000,51000
1857,Tucson,Hyundai,4 door,2014,147000,36000
1858,Altima,Nissan,4 door,2019,83000,69000
1859,Passat,Volkswagen,4 door,2017,95000,39000
1860,Montero Sport,Mitsubishi,4 door,2017,51000,59000
1861,CR-V,Honda,4 door,2015,117000,56000
1862,i3,BMW,4 door,2011,160000,29000
1863,Pajero,Mitsubishi,4 door,2013,117000,35000
1864,Terrain,GMC,4 door,2017,139000,43000
1865,Cooper,MINI,4 door,2019,71000,74000
1866,4-Series,BMW,2 door,2017,90947,129900
1867,Cayenne,Porsche,5+ doors,2017,52000,269000
1868,Continental,Bentley,2 door,2020,26000,1395000
1869,Cayenne,Porsche,4 door,2022,0,479000
1870,GLE-Class,Mercedes-Benz,4 door,2019,41500,149500
1871,Phantom,Rolls Royce,4 door,2015,39000,829000
1872,Wraith,Rolls Royce,2 door,2017,34000,1050000
1873,E-Class,Mercedes-Benz,2 door,2015,263000,77000
1874,Continental,Bentley,2 door,2016,43000,329000
1875,Cullinan,Rolls Royce,4 door,2020,23000,1799000
1876,Mustang,Ford,2 door,2017,138000,79000
1877,Armada,Nissan,5+ doors,2009,170000,25500
1878,S7/RS7,Audi,4 door,2022,0,685000
1879,Quattroporte,Maserati,4 door,2017,123000,95000
1880,Escape,Ford,4 door,2014,162650,24000
1881,Continental GT,Bentley,2 door,2013,95000,225000
1882,Taycan,Porsche,4 door,2021,1300,730000
1883,Wraith,Rolls Royce,2 door,2017,80000,875000
1884,Continental Flying Spur,Bentley,4 door,2017,32000,475000
1885,QX80,Infiniti,5+ doors,2016,106000,130000
1886,GLE-Class,Mercedes-Benz,4 door,2021,44000,525000
1887,G-Class,Mercedes-Benz,4 door,2015,7000,3999000
1888,Mirage,Mitsubishi,4 door,2014,182000,15500
1889,Tucson,Hyundai,5+ doors,2016,51000,58000
1890,Civic,Honda,4 door,2021,9000,88000
1891,GLK-Class,Mercedes-Benz,4 door,2015,143000,65000
1892,RX-Series,Lexus,4 door,2018,93000,139000
1893,Vantage,Aston Martin,2 door,2013,75000,180000
1894,GLC,Mercedes-Benz,4 door,2019,72000,119000
1895,G-Class,Mercedes-Benz,4 door,2019,134000,599000
1896,Range Rover,Land Rover,4 door,2013,102000,110000
1897,RX-Series,Lexus,4 door,2020,24000,175000
1898,LX-Series,Lexus,4 door,2013,166681,129000
1899,Rush,Toyota,5+ doors,2020,35400,53000
1900,Cayenne,Porsche,4 door,2022,34,610000
1901,C-Class,Mercedes-Benz,2 door,2017,113000,199000
1902,Gladiator,Jeep,4 door,2021,0,268000
1903,GLE-Class,Mercedes-Benz,4 door,2017,88000,229000
1904,Range Rover Velar,Land Rover,4 door,2018,62000,210000
1905,G-Class,Mercedes-Benz,4 door,2020,129000,700000
1906,Bentayga,Bentley,4 door,2017,88000,520000
1907,S8,Audi,4 door,2020,22000,400000
1908,Expedition,Ford,4 door,2021,21000,189000
1909,Wrangler Unlimited,Jeep,4 door,2021,32000,197000
1910,Wrangler,Jeep,4 door,2020,10000,173000
1911,Wrangler Unlimited,Jeep,4 door,2015,78000,98000
1912,Explorer,Ford,5+ doors,2019,76000,110000
1913,Ram,Dodge,4 door,2022,0,244500
1914,Vantage,Aston Martin,2 door,2008,102000,139000
1915,X5,BMW,4 door,2019,79,253000
1916,Challenger,Dodge,2 door,2021,7400,175000
1917,Exige,Lotus,2 door,2017,42500,299000
1918,X6,BMW,4 door,2022,13000,599000
1919,Santa Fe,Hyundai,4 door,2014,92000,39500
1920,C-Class,Mercedes-Benz,4 door,2021,182,365000
1921,M-Class,Mercedes-Benz,4 door,2010,115000,32000
1922,RX-Series,Lexus,4 door,2018,27000,115000
1923,Sportage,Kia,4 door,2012,150000,31000
1924,Camry,Toyota,4 door,2018,73000,85000
1925,S8,Audi,4 door,2020,22000,400000
1926,Expedition,Ford,4 door,2021,21000,189000
1927,Wrangler Unlimited,Jeep,4 door,2021,32000,197000
1928,Wrangler,Jeep,4 door,2020,10000,173000
1929,Wrangler Unlimited,Jeep,4 door,2015,78000,98000
1930,Explorer,Ford,5+ doors,2019,76000,110000
1931,Ram,Dodge,4 door,2022,0,244500
1932,Vantage,Aston Martin,2 door,2008,102000,139000
1933,X5,BMW,4 door,2019,79,253000
1934,Challenger,Dodge,2 door,2021,7400,175000
1935,Exige,Lotus,2 door,2017,42500,299000
1936,X6,BMW,4 door,2022,13000,599000
1937,Santa Fe,Hyundai,4 door,2014,92000,39500
1938,C-Class,Mercedes-Benz,4 door,2021,182,365000
1939,M-Class,Mercedes-Benz,4 door,2010,115000,32000
1940,RX-Series,Lexus,4 door,2018,27000,115000
1941,Sportage,Kia,4 door,2012,150000,31000
1942,Camry,Toyota,4 door,2018,73000,85000
1943,Prado,Toyota,4 door,2017,122000,110000
1944,5-Series,BMW,5+ doors,2009,238685,17000
1945,A6,Audi,4 door,2015,165000,44000
1946,Lancer,Mitsubishi,4 door,2017,124000,32500
1947,6,Mazda,5+ doors,2018,86000,63000
1948,3008,Peugeot,5+ doors,2019,63000,92000
1949,Sportage,Kia,5+ doors,2019,51000,78000
1950,Grand Cherokee,Jeep,5+ doors,2018,70400,119000
1951,Rav 4,Toyota,5+ doors,2022,0,111000
1952,Other Car,Other Make,2 door,2023,0,100000
1953,Land Crusier 70,Toyota,4 door,2022,0,380000
1954,Bronco,Ford,2 door,2021,5000,118000
1955,3-Series,BMW,2 door,2001,109000,32000
1956,F-Series Pickup,Ford,4 door,2019,110000,144500
1957,Santa Fe,Hyundai,5+ doors,2016,102000,49000
1958,Rav 4,Toyota,4 door,2014,113000,49000
1959,7-Series,BMW,4 door,2012,180000,49900
1960,A-Class,Mercedes-Benz,5+ doors,2020,63200,197000
1961,Accord,Honda,4 door,2016,150000,49000
1962,Civic,Honda,4 door,2014,150000,36000
1963,K5,Kia,4 door,2021,18000,71000
1964,Charger,Dodge,4 door,2013,120000,41000
1965,Q5,Audi,5+ doors,2015,130000,66000
1966,Grand Cherokee,Jeep,5+ doors,2013,200000,67000
1967,Grand Cherokee,Jeep,5+ doors,2014,140000,52000
1968,Pajero,Mitsubishi,5+ doors,2013,190000,43000
1969,E-Class,Mercedes-Benz,3 door,2013,150000,49900
1970,Santa Fe,Hyundai,5+ doors,2017,105000,69000
1971,Santa Fe,Hyundai,4 door,2020,22220,80000
1972,E-Class,Mercedes-Benz,4 door,2017,90000,159000
1973,Panamera,Porsche,4 door,2014,82000,185000
1974,Q5,Audi,5+ doors,2017,93000,165000
1975,Rav 4,Toyota,4 door,2014,113000,49000
1976,7-Series,BMW,4 door,2012,180000,49900
1977,A-Class,Mercedes-Benz,5+ doors,2020,63200,197000
1978,Accord,Honda,4 door,2016,150000,49000
1979,Civic,Honda,4 door,2014,150000,36000
1980,K5,Kia,4 door,2021,18000,71000
1981,Charger,Dodge,4 door,2013,120000,41000
1982,Q5,Audi,5+ doors,2015,130000,66000
1983,Grand Cherokee,Jeep,5+ doors,2013,200000,67000
1984,Grand Cherokee,Jeep,5+ doors,2014,140000,52000
1985,Pajero,Mitsubishi,5+ doors,2013,190000,43000
1986,E-Class,Mercedes-Benz,3 door,2013,150000,49900
1987,Santa Fe,Hyundai,5+ doors,2017,105000,69000
1988,Santa Fe,Hyundai,4 door,2020,22220,80000
1989,E-Class,Mercedes-Benz,4 door,2017,90000,159000
1990,Panamera,Porsche,4 door,2014,82000,185000
1991,Q5,Audi,5+ doors,2017,93000,165000
1992,Continental Flying Spur,Bentley,4 door,2021,14000,895000
1993,S3/RS3,Audi,4 door,2020,17000,219000
1994,CLS-Class,Mercedes-Benz,4 door,2006,82000,25500
1995,Sonata,Hyundai,4 door,2017,88000,29500
1996,CX-7,Mazda,4 door,2012,171000,26000
1997,C-Class,Mercedes-Benz,4 door,2014,118000,98000
1998,GL-Class,Mercedes-Benz,4 door,2012,90000,58000
1999,Patrol,Nissan,4 door,2015,159000,115000
2000,Urvan,Nissan,4 door,2018,62588,54500
2001,Wrangler,Jeep,3 door,2020,36104,139900
